model,pruned,predicate,data,scale,threads,time
nyc-taxi-green-dec-2016_d10_l376_n751_20240921090731,1,3.0791,nyc-taxi-green-dec-2016,1G,2,1.0054389763778697
nyc-taxi-green-dec-2016_d10_l376_n751_20240921090731,2,3.0791,nyc-taxi-green-dec-2016,1G,2,0.8838460559491068
nyc-taxi-green-dec-2016_d10_l376_n751_20240921090731,1,3.517549,nyc-taxi-green-dec-2016,1G,2,0.9610730467053751
nyc-taxi-green-dec-2016_d10_l376_n751_20240921090731,2,3.517549,nyc-taxi-green-dec-2016,1G,2,0.8400616073825707
nyc-taxi-green-dec-2016_d10_l376_n751_20240921090731,1,3.955999,nyc-taxi-green-dec-2016,1G,2,0.955043036568289
nyc-taxi-green-dec-2016_d10_l376_n751_20240921090731,2,3.955999,nyc-taxi-green-dec-2016,1G,2,0.8469230183400214
nyc-taxi-green-dec-2016_d10_l376_n751_20240921090731,1,4.394449,nyc-taxi-green-dec-2016,1G,2,0.9580805813117573
nyc-taxi-green-dec-2016_d10_l376_n751_20240921090731,2,4.394449,nyc-taxi-green-dec-2016,1G,2,0.8451745713440081
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,0,0.0,nyc-taxi-green-dec-2016,1G,2,1.5640337720202904
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,1,0.313222,nyc-taxi-green-dec-2016,1G,2,1.396927135453249
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,2,0.313222,nyc-taxi-green-dec-2016,1G,2,1.942363412041838
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,1,0.626045,nyc-taxi-green-dec-2016,1G,2,1.4251536366064101
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,2,0.626045,nyc-taxi-green-dec-2016,1G,2,2.0087315210451684
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,1,0.938869,nyc-taxi-green-dec-2016,1G,2,1.4222805656027049
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,2,0.938869,nyc-taxi-green-dec-2016,1G,2,2.3041196876826384
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,1,1.251692,nyc-taxi-green-dec-2016,1G,2,1.3816833274128537
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,2,1.251692,nyc-taxi-green-dec-2016,1G,2,2.676597832934931
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,1,1.564516,nyc-taxi-green-dec-2016,1G,2,1.2963351036111515
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,2,1.564516,nyc-taxi-green-dec-2016,1G,2,2.224224327908208
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,1,1.877339,nyc-taxi-green-dec-2016,1G,2,1.2030161913329114
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,2,1.877339,nyc-taxi-green-dec-2016,1G,2,1.7398307823265593
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,1,2.190163,nyc-taxi-green-dec-2016,1G,2,1.1390770149882883
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,2,2.190163,nyc-taxi-green-dec-2016,1G,2,1.5431881474020581
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,1,2.502986,nyc-taxi-green-dec-2016,1G,2,0.9862105082720518
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,2,2.502986,nyc-taxi-green-dec-2016,1G,2,1.0312402933680762
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,1,2.81581,nyc-taxi-green-dec-2016,1G,2,0.9547130133335789
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,2,2.81581,nyc-taxi-green-dec-2016,1G,2,0.9530623340203116
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,1,3.128633,nyc-taxi-green-dec-2016,1G,2,0.9566720883982877
nyc-taxi-green-dec-2016_d10_l407_n813_20240921154051,2,3.128633,nyc-taxi-green-dec-2016,1G,2,0.9324645186619213
house_16H_d10_l434_n867_20240921155055,0,0.0,house_16H,1G,2,0.4337446110633512
house_16H_d10_l434_n867_20240921155055,1,8.862482,house_16H,1G,2,0.3253440426973005
house_16H_d10_l434_n867_20240921155055,2,8.862482,house_16H,1G,2,0.3266440953593701
house_16H_d10_l434_n867_20240921155055,1,9.324383,house_16H,1G,2,0.3280655973746131
house_16H_d10_l434_n867_20240921155055,2,9.324383,house_16H,1G,2,0.322104998320962
house_16H_d10_l434_n867_20240921155055,1,9.786284,house_16H,1G,2,0.36838502367027104
house_16H_d10_l434_n867_20240921155055,2,9.786284,house_16H,1G,2,0.36849667442341644
house_16H_d10_l434_n867_20240921155055,1,10.248185,house_16H,1G,2,0.39462116127833724
house_16H_d10_l434_n867_20240921155055,2,10.248185,house_16H,1G,2,0.39235180042063195
house_16H_d10_l434_n867_20240921155055,1,10.710086,house_16H,1G,2,0.3975955757002036
house_16H_d10_l434_n867_20240921155055,2,10.710086,house_16H,1G,2,0.39879688535196084
house_16H_d10_l434_n867_20240921155055,1,11.171988,house_16H,1G,2,0.4004970126164456
house_16H_d10_l434_n867_20240921155055,2,11.171988,house_16H,1G,2,0.398514942266047
house_16H_d10_l434_n867_20240921155055,1,11.633889,house_16H,1G,2,0.3863378774064283
house_16H_d10_l434_n867_20240921155055,2,11.633889,house_16H,1G,2,0.38942144562800723
house_16H_d10_l434_n867_20240921155055,1,12.09579,house_16H,1G,2,0.37391614362907905
house_16H_d10_l434_n867_20240921155055,2,12.09579,house_16H,1G,2,0.374590604333207
house_16H_d10_l434_n867_20240921155055,1,12.557691,house_16H,1G,2,0.34415586572140455
house_16H_d10_l434_n867_20240921155055,2,12.557691,house_16H,1G,2,0.3448493310716003
house_16H_d10_l434_n867_20240921155055,1,13.019592,house_16H,1G,2,0.3321244374383241
house_16H_d10_l434_n867_20240921155055,2,13.019592,house_16H,1G,2,0.33648973594730097
house_16H_d10_l500_n999_20240921155940,0,0.0,house_16H,1G,2,0.42898798796037835
house_16H_d10_l500_n999_20240921155940,1,7.332065,house_16H,1G,2,0.33284850729008514
house_16H_d10_l500_n999_20240921155940,2,7.332065,house_16H,1G,2,0.3243328473375489
house_16H_d10_l500_n999_20240921155940,1,7.97115,house_16H,1G,2,0.3324678500648588
house_16H_d10_l500_n999_20240921155940,2,7.97115,house_16H,1G,2,0.33274815208278596
house_16H_d10_l500_n999_20240921155940,1,8.610235,house_16H,1G,2,0.3346106390623997
house_16H_d10_l500_n999_20240921155940,2,8.610235,house_16H,1G,2,0.33250220003537834
house_16H_d10_l500_n999_20240921155940,1,9.249321,house_16H,1G,2,0.3386236783893158
house_16H_d10_l500_n999_20240921155940,2,9.249321,house_16H,1G,2,0.33376754517666996
house_16H_d10_l500_n999_20240921155940,1,9.888406,house_16H,1G,2,0.37260584137402475
house_16H_d10_l500_n999_20240921155940,2,9.888406,house_16H,1G,2,0.3754947099369019
house_16H_d10_l500_n999_20240921155940,1,10.527491,house_16H,1G,2,0.38450290565378964
house_16H_d10_l500_n999_20240921155940,2,10.527491,house_16H,1G,2,0.3840073573713501
house_16H_d10_l500_n999_20240921155940,1,11.166577,house_16H,1G,2,0.3935590200902273
house_16H_d10_l500_n999_20240921155940,2,11.166577,house_16H,1G,2,0.3942216975459208
house_16H_d10_l500_n999_20240921155940,1,11.805662,house_16H,1G,2,0.37626610409157973
house_16H_d10_l500_n999_20240921155940,2,11.805662,house_16H,1G,2,0.374998304915304
house_16H_d10_l500_n999_20240921155940,1,12.444747,house_16H,1G,2,0.35257093561813235
house_16H_d10_l500_n999_20240921155940,2,12.444747,house_16H,1G,2,0.3692443323476861
house_16H_d10_l500_n999_20240921155940,1,13.083833,house_16H,1G,2,0.32380603121904034
house_16H_d10_l500_n999_20240921155940,2,13.083833,house_16H,1G,2,0.31755017628893256
house_16H_d10_l493_n985_20240921160209,0,0.0,house_16H,1G,2,0.4390862296956281
house_16H_d10_l493_n985_20240921160209,1,4.195346,house_16H,1G,2,0.343365277396515
house_16H_d10_l493_n985_20240921160209,2,4.195346,house_16H,1G,2,0.34076824396227795
house_16H_d10_l493_n985_20240921160209,1,5.185424,house_16H,1G,2,0.34815402041810256
house_16H_d10_l493_n985_20240921160209,2,5.185424,house_16H,1G,2,0.3374139442263792
house_16H_d10_l493_n985_20240921160209,1,6.175502,house_16H,1G,2,0.3391801019509633
house_16H_d10_l493_n985_20240921160209,2,6.175502,house_16H,1G,2,0.3420343129740407
house_16H_d10_l493_n985_20240921160209,1,7.165579,house_16H,1G,2,0.34526408401628333
house_16H_d10_l493_n985_20240921160209,2,7.165579,house_16H,1G,2,0.34532381935666007
house_16H_d10_l493_n985_20240921160209,1,8.155657,house_16H,1G,2,0.3447920213608692
house_16H_d10_l493_n985_20240921160209,2,8.155657,house_16H,1G,2,0.36519811434360844
house_16H_d10_l493_n985_20240921160209,1,9.145735,house_16H,1G,2,0.3409681372965376
house_16H_d10_l493_n985_20240921160209,2,9.145735,house_16H,1G,2,0.3342222860082984
house_16H_d10_l493_n985_20240921160209,1,10.135813,house_16H,1G,2,0.3845022967240463
house_16H_d10_l493_n985_20240921160209,2,10.135813,house_16H,1G,2,0.3771975482814014
house_16H_d10_l493_n985_20240921160209,1,11.12589,house_16H,1G,2,0.41103873564861715
house_16H_d10_l493_n985_20240921160209,2,11.12589,house_16H,1G,2,0.3977795403140287
house_16H_d10_l493_n985_20240921160209,1,12.115968,house_16H,1G,2,0.35319217131473124
house_16H_d10_l493_n985_20240921160209,2,12.115968,house_16H,1G,2,0.35597190059100586
house_16H_d10_l493_n985_20240921160209,1,13.106046,house_16H,1G,2,0.3187922682457914
house_16H_d10_l493_n985_20240921160209,2,13.106046,house_16H,1G,2,0.30113012064248323
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,0,0.0,nyc-taxi-green-dec-2016,1G,2,1.647376452650254
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,1,0.46196,nyc-taxi-green-dec-2016,1G,2,1.5294862096197903
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,2,0.46196,nyc-taxi-green-dec-2016,1G,2,1.5906844146860142
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,1,0.923422,nyc-taxi-green-dec-2016,1G,2,1.491191786325847
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,2,0.923422,nyc-taxi-green-dec-2016,1G,2,1.5862404329236597
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,1,1.384884,nyc-taxi-green-dec-2016,1G,2,1.3316568799782544
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,2,1.384884,nyc-taxi-green-dec-2016,1G,2,1.3244112230216463
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,1,1.846347,nyc-taxi-green-dec-2016,1G,2,1.108443542306001
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,2,1.846347,nyc-taxi-green-dec-2016,1G,2,1.0162345617233466
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,1,2.307809,nyc-taxi-green-dec-2016,1G,2,1.0485972011617075
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,2,2.307809,nyc-taxi-green-dec-2016,1G,2,0.9693955129478127
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,1,2.769271,nyc-taxi-green-dec-2016,1G,2,1.0549153046837698
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,2,2.769271,nyc-taxi-green-dec-2016,1G,2,0.9327650642953813
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,1,3.230734,nyc-taxi-green-dec-2016,1G,2,0.9565735960689684
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,2,3.230734,nyc-taxi-green-dec-2016,1G,2,0.8659918649743
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,1,3.692196,nyc-taxi-green-dec-2016,1G,2,0.9469735633271436
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,2,3.692196,nyc-taxi-green-dec-2016,1G,2,0.9176043225452304
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,1,4.153658,nyc-taxi-green-dec-2016,1G,2,1.0051302139957745
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,2,4.153658,nyc-taxi-green-dec-2016,1G,2,0.9025146975958099
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,1,4.61512,nyc-taxi-green-dec-2016,1G,2,0.9358793862629682
nyc-taxi-green-dec-2016_d10_l843_n1685_20240921160435,2,4.61512,nyc-taxi-green-dec-2016,1G,2,0.8207904796581715
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,0,0.0,nyc-taxi-green-dec-2016,1G,2,1.5502588970120996
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,1,0.415543,nyc-taxi-green-dec-2016,1G,2,1.3955736419496436
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,2,0.415543,nyc-taxi-green-dec-2016,1G,2,1.386538678004096
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,1,0.826135,nyc-taxi-green-dec-2016,1G,2,1.4568969626755763
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,2,0.826135,nyc-taxi-green-dec-2016,1G,2,1.4411075466002028
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,1,1.236728,nyc-taxi-green-dec-2016,1G,2,1.3877513660894085
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,2,1.236728,nyc-taxi-green-dec-2016,1G,2,1.3250562106259167
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,1,1.64732,nyc-taxi-green-dec-2016,1G,2,1.2577760772934805
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,2,1.64732,nyc-taxi-green-dec-2016,1G,2,1.1633817716501653
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,1,2.057912,nyc-taxi-green-dec-2016,1G,2,1.18807044159621
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,2,2.057912,nyc-taxi-green-dec-2016,1G,2,1.052233966998756
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,1,2.468504,nyc-taxi-green-dec-2016,1G,2,1.1081624732663233
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,2,2.468504,nyc-taxi-green-dec-2016,1G,2,0.9730369379588714
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,1,2.879097,nyc-taxi-green-dec-2016,1G,2,0.967114820300291
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,2,2.879097,nyc-taxi-green-dec-2016,1G,2,0.8642310566889743
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,1,3.289689,nyc-taxi-green-dec-2016,1G,2,0.9576916769923022
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,2,3.289689,nyc-taxi-green-dec-2016,1G,2,0.8641667639991889
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,1,3.700281,nyc-taxi-green-dec-2016,1G,2,0.9668371170603981
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,2,3.700281,nyc-taxi-green-dec-2016,1G,2,0.868553172952185
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,1,4.110874,nyc-taxi-green-dec-2016,1G,2,0.9666382833383977
nyc-taxi-green-dec-2016_d10_l478_n955_20240921174347,2,4.110874,nyc-taxi-green-dec-2016,1G,2,0.8618513689531634
Ailerons_d10_l763_n1525_20240921175739,0,0.0,Ailerons,1G,2,0.6913437836337835
Ailerons_d10_l763_n1525_20240921175739,1,-0.003083,Ailerons,1G,2,0.6023581217353543
Ailerons_d10_l763_n1525_20240921175739,2,-0.003083,Ailerons,1G,2,0.6001738520183911
Ailerons_d10_l763_n1525_20240921175739,1,-0.002765,Ailerons,1G,2,0.6015792563557625
Ailerons_d10_l763_n1525_20240921175739,2,-0.002765,Ailerons,1G,2,0.6018226440840712
Ailerons_d10_l763_n1525_20240921175739,1,-0.002448,Ailerons,1G,2,0.6096048853360116
Ailerons_d10_l763_n1525_20240921175739,2,-0.002448,Ailerons,1G,2,0.6147574636464318
Ailerons_d10_l763_n1525_20240921175739,1,-0.00213,Ailerons,1G,2,0.6136050122634819
Ailerons_d10_l763_n1525_20240921175739,2,-0.00213,Ailerons,1G,2,0.6126349878807863
Ailerons_d10_l763_n1525_20240921175739,1,-0.001813,Ailerons,1G,2,0.618676510717099
Ailerons_d10_l763_n1525_20240921175739,2,-0.001813,Ailerons,1G,2,0.6655168229869256
Ailerons_d10_l763_n1525_20240921175739,1,-0.001495,Ailerons,1G,2,0.6306439406859378
Ailerons_d10_l763_n1525_20240921175739,2,-0.001495,Ailerons,1G,2,0.6291980422101915
Ailerons_d10_l763_n1525_20240921175739,1,-0.001178,Ailerons,1G,2,0.6327979939524084
Ailerons_d10_l763_n1525_20240921175739,2,-0.001178,Ailerons,1G,2,0.6739850466450056
Ailerons_d10_l763_n1525_20240921175739,1,-0.00086,Ailerons,1G,2,0.6463828342966735
Ailerons_d10_l763_n1525_20240921175739,2,-0.00086,Ailerons,1G,2,0.6522395070642233
Ailerons_d10_l763_n1525_20240921175739,1,-0.000543,Ailerons,1G,2,0.6385174977282683
Ailerons_d10_l763_n1525_20240921175739,2,-0.000543,Ailerons,1G,2,0.6409416199506571
Ailerons_d10_l763_n1525_20240921175739,1,-0.000225,Ailerons,1G,2,0.6056817856927713
Ailerons_d10_l763_n1525_20240921175739,2,-0.000225,Ailerons,1G,2,0.6100797216252735
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,0,0.0,nyc-taxi-green-dec-2016,1G,1,2.309439133387059
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,1,0.415543,nyc-taxi-green-dec-2016,1G,1,2.0141390746769807
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,2,0.415543,nyc-taxi-green-dec-2016,1G,1,2.028116342999662
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,1,0.826135,nyc-taxi-green-dec-2016,1G,1,2.1254072616963335
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,2,0.826135,nyc-taxi-green-dec-2016,1G,1,2.1275016619668654
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,1,1.236728,nyc-taxi-green-dec-2016,1G,1,2.000251172343269
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,2,1.236728,nyc-taxi-green-dec-2016,1G,1,1.8820186677233626
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,1,1.64732,nyc-taxi-green-dec-2016,1G,1,1.7397226976851623
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,2,1.64732,nyc-taxi-green-dec-2016,1G,1,1.5565667550545186
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,1,2.057912,nyc-taxi-green-dec-2016,1G,1,1.6263556832758088
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,2,2.057912,nyc-taxi-green-dec-2016,1G,1,1.3380937861123432
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,1,2.468504,nyc-taxi-green-dec-2016,1G,1,1.4678407723549753
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,2,2.468504,nyc-taxi-green-dec-2016,1G,1,1.2517535889831681
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,1,2.879097,nyc-taxi-green-dec-2016,1G,1,1.1707993359304965
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,2,2.879097,nyc-taxi-green-dec-2016,1G,1,0.951150260400027
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,1,3.289689,nyc-taxi-green-dec-2016,1G,1,1.22936056740582
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,2,3.289689,nyc-taxi-green-dec-2016,1G,1,0.9725033883781483
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,1,3.700281,nyc-taxi-green-dec-2016,1G,1,1.2090557933940242
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,2,3.700281,nyc-taxi-green-dec-2016,1G,1,1.0318502103133749
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,1,4.110874,nyc-taxi-green-dec-2016,1G,1,1.1668868147147198
nyc-taxi-green-dec-2016_d10_l477_n953_20240921180235,2,4.110874,nyc-taxi-green-dec-2016,1G,1,1.0031484806289275
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,0,0.0,nyc-taxi-green-dec-2016,1G,1,2.3045328056129315
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,1,0.415543,nyc-taxi-green-dec-2016,1G,1,2.009248548032095
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,2,0.415543,nyc-taxi-green-dec-2016,1G,1,2.088593518283839
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,1,0.826135,nyc-taxi-green-dec-2016,1G,1,2.126887883680562
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,2,0.826135,nyc-taxi-green-dec-2016,1G,1,2.1751995322604976
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,1,1.236728,nyc-taxi-green-dec-2016,1G,1,1.9840665063044678
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,2,1.236728,nyc-taxi-green-dec-2016,1G,1,1.9385149219694238
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,1,1.64732,nyc-taxi-green-dec-2016,1G,1,1.7388307312503457
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,2,1.64732,nyc-taxi-green-dec-2016,1G,1,1.6359636519725125
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,1,2.057912,nyc-taxi-green-dec-2016,1G,1,1.6188800286035985
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,2,2.057912,nyc-taxi-green-dec-2016,1G,1,1.370504795961703
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,1,2.468504,nyc-taxi-green-dec-2016,1G,1,1.4486744329333305
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,2,2.468504,nyc-taxi-green-dec-2016,1G,1,1.1707328229676932
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,1,2.879097,nyc-taxi-green-dec-2016,1G,1,1.1706308006929855
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,2,2.879097,nyc-taxi-green-dec-2016,1G,1,0.9496079014303783
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,1,3.289689,nyc-taxi-green-dec-2016,1G,1,1.1795658852594595
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,2,3.289689,nyc-taxi-green-dec-2016,1G,1,0.9958923250281563
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,1,3.700281,nyc-taxi-green-dec-2016,1G,1,1.1681464163120836
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,2,3.700281,nyc-taxi-green-dec-2016,1G,1,0.9535986806731671
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,1,4.110874,nyc-taxi-green-dec-2016,1G,1,1.1648985013210524
nyc-taxi-green-dec-2016_d10_l479_n957_20240921181042,2,4.110874,nyc-taxi-green-dec-2016,1G,1,0.9488839713546137
Ailerons_d10_l763_n1525_20240921181554,0,0.0,Ailerons,1G,1,0.8585840223822743
Ailerons_d10_l763_n1525_20240921181554,1,-0.003083,Ailerons,1G,1,0.6078856566455215
Ailerons_d10_l763_n1525_20240921181554,2,-0.003083,Ailerons,1G,1,0.6077798403178652
Ailerons_d10_l763_n1525_20240921181554,1,-0.002765,Ailerons,1G,1,0.6068589040854325
Ailerons_d10_l763_n1525_20240921181554,2,-0.002765,Ailerons,1G,1,0.6418251429374019
Ailerons_d10_l763_n1525_20240921181554,1,-0.002448,Ailerons,1G,1,0.6224675530102104
Ailerons_d10_l763_n1525_20240921181554,2,-0.002448,Ailerons,1G,1,0.6500021889029691
Ailerons_d10_l763_n1525_20240921181554,1,-0.00213,Ailerons,1G,1,0.6379595183146497
Ailerons_d10_l763_n1525_20240921181554,2,-0.00213,Ailerons,1G,1,0.6406520307064056
Ailerons_d10_l763_n1525_20240921181554,1,-0.001813,Ailerons,1G,1,0.6496397290223589
Ailerons_d10_l763_n1525_20240921181554,2,-0.001813,Ailerons,1G,1,0.6558821590151638
Ailerons_d10_l763_n1525_20240921181554,1,-0.001495,Ailerons,1G,1,0.7321410135676464
Ailerons_d10_l763_n1525_20240921181554,2,-0.001495,Ailerons,1G,1,0.6966205736001333
Ailerons_d10_l763_n1525_20240921181554,1,-0.001178,Ailerons,1G,1,0.7067105449580898
Ailerons_d10_l763_n1525_20240921181554,2,-0.001178,Ailerons,1G,1,0.7135732920529941
Ailerons_d10_l763_n1525_20240921181554,1,-0.00086,Ailerons,1G,1,0.7351375373546034
Ailerons_d10_l763_n1525_20240921181554,2,-0.00086,Ailerons,1G,1,0.7350819609904041
Ailerons_d10_l763_n1525_20240921181554,1,-0.000543,Ailerons,1G,1,0.7237211697114011
Ailerons_d10_l763_n1525_20240921181554,2,-0.000543,Ailerons,1G,1,0.7196211732613543
Ailerons_d10_l763_n1525_20240921181554,1,-0.000225,Ailerons,1G,1,0.6411976639647037
Ailerons_d10_l763_n1525_20240921181554,2,-0.000225,Ailerons,1G,1,0.6451588886945198
Ailerons_d10_l763_n1525_20240921182215,0,0.0,Ailerons,1G,1,0.8254735673156878
Ailerons_d10_l763_n1525_20240921182215,1,-0.003083,Ailerons,1G,1,0.606098617039
Ailerons_d10_l763_n1525_20240921182215,2,-0.003083,Ailerons,1G,1,0.641709599721556
Ailerons_d10_l763_n1525_20240921182215,1,-0.002765,Ailerons,1G,1,0.6533912357408553
Ailerons_d10_l763_n1525_20240921182215,2,-0.002765,Ailerons,1G,1,0.6021224503250172
Ailerons_d10_l763_n1525_20240921182215,1,-0.002448,Ailerons,1G,1,0.6201228685677052
Ailerons_d10_l763_n1525_20240921182215,2,-0.002448,Ailerons,1G,1,0.6834308820931861
Ailerons_d10_l763_n1525_20240921182215,1,-0.00213,Ailerons,1G,1,0.6391053956467658
Ailerons_d10_l763_n1525_20240921182215,2,-0.00213,Ailerons,1G,1,0.6427837534962842
Ailerons_d10_l763_n1525_20240921182215,1,-0.001813,Ailerons,1G,1,0.6465124040065954
Ailerons_d10_l763_n1525_20240921182215,2,-0.001813,Ailerons,1G,1,0.6537671290182819
Ailerons_d10_l763_n1525_20240921182215,1,-0.001495,Ailerons,1G,1,0.6956295070704073
Ailerons_d10_l763_n1525_20240921182215,2,-0.001495,Ailerons,1G,1,0.6962613301972548
Ailerons_d10_l763_n1525_20240921182215,1,-0.001178,Ailerons,1G,1,0.7899665773535768
Ailerons_d10_l763_n1525_20240921182215,2,-0.001178,Ailerons,1G,1,0.7476117327654114
Ailerons_d10_l763_n1525_20240921182215,1,-0.00086,Ailerons,1G,1,0.8033968156669289
Ailerons_d10_l763_n1525_20240921182215,2,-0.00086,Ailerons,1G,1,0.7369633646061023
Ailerons_d10_l763_n1525_20240921182215,1,-0.000543,Ailerons,1G,1,0.7792444263274471
Ailerons_d10_l763_n1525_20240921182215,2,-0.000543,Ailerons,1G,1,0.7981753967081507
Ailerons_d10_l763_n1525_20240921182215,1,-0.000225,Ailerons,1G,1,0.7151851437520236
Ailerons_d10_l763_n1525_20240921182215,2,-0.000225,Ailerons,1G,1,0.7034633986962339
house_16H_d10_l281_n561_20240922063836,0,0.0,house_16H,10G,1,5.812701526408394
house_16H_d10_l281_n561_20240922063836,1,9.962608,house_16H,10G,1,5.254108022277554
house_16H_d10_l281_n561_20240922063836,2,9.962608,house_16H,10G,1,4.902303581979747
house_16H_d10_l281_n561_20240922063836,1,10.309411,house_16H,10G,1,5.1006923210031045
house_16H_d10_l281_n561_20240922063836,2,10.309411,house_16H,10G,1,5.675558098048593
house_16H_d10_l281_n561_20240922063836,1,10.656214,house_16H,10G,1,5.292824021618192
